id,title,stage,stage_name,goals,formats,psychology,sources,principle,actions,metrics,keywords,related_strategies,path,relationship_focus,safety_boundary
IGS-S6-G03,检查表小资源,S6,小资源互助策略,提升主页可信感；建立长期朋友关系,Story 策略；资源互助策略,提升参与感；提升持续关注理由,LATER_STORIES_CAMPAIGN；CANVA_SOCIAL_MEDIA_MASTERY,小资源和小帮助用于降低对方行动负担，不用于制造亏欠感。教程内容收藏多但行动少时，小资源要制造可完成的小胜利，而不是堆砌看似丰富的小资源；“检查表小资源”的作用是把这个判断变成一个可执行、可观察、可复盘的动作。执行时只把它当作建立熟悉感和互相信任的入口，不把对方当作被推进的对象。,触发条件：教程内容收藏多但行动少时。；具体动作：把教程变成可勾选检查表。；落地要求：把领取、打开、完成、反馈和二次对话都记录下来。；边界要求：必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。,检查表小资源执行次数；相关内容互动率；后续对话或行动率；对方主动回应率；重复互动率,检查表小资源；教程内容收藏多但行动少；把教程变成可勾选检查表；小资源互助策略；认识陌生人；成为朋友；建立信任；真诚互动,IGS-S5-G29；IGS-S7-06；IGS-S6-G18,cards/IGS-S6-G03.md,用于在社交平台上认识合适的陌生人，通过公开互动、真诚倾听和小范围互助，逐步成为朋友并赢得长期信任。,必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。
IGS-S6-G04,脚本库小资源,S6,小资源互助策略,提供小帮助；提高后续对话率,Carousel 策略；资源互助策略,提升互惠感；提升安全感,CANVA_SOCIAL_MEDIA_MASTERY；META_REELS_ADS,小资源和小帮助用于降低对方行动负担，不用于制造亏欠感。对方卡在表达而不是理解时，小资源要制造可完成的小胜利，而不是堆砌看似丰富的小资源；“脚本库小资源”的作用是把这个判断变成一个可执行、可观察、可复盘的动作。执行时只把它当作建立熟悉感和互相信任的入口，不把对方当作被推进的对象。,触发条件：对方卡在表达而不是理解时。；具体动作：提供评论、私信、Story 的可改写话术。；落地要求：把领取、打开、完成、反馈和二次对话都记录下来。；边界要求：必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。,脚本库小资源执行次数；相关内容互动率；后续对话或行动率；对方主动回应率；重复互动率,脚本库小资源；对方卡在表达而不是理解；提供评论、私信、Story 的可改写；小资源互助策略；认识陌生人；成为朋友；建立信任；真诚互动,IGS-S5-04；IGS-S7-07；IGS-S6-G19,cards/IGS-S6-G04.md,用于在社交平台上认识合适的陌生人，通过公开互动、真诚倾听和小范围互助，逐步成为朋友并赢得长期信任。,必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。
IGS-S6-G05,诊断模板小资源,S6,小资源互助策略,开启私信对话；降低陌生防备,资源互助策略,提升专业感；降低怀疑感,META_REELS_ADS；CIALDINI_INFLUENCE,小资源和小帮助用于降低对方行动负担，不用于制造亏欠感。对方不知道问题出在哪时，小资源要制造可完成的小胜利，而不是堆砌看似丰富的小资源；“诊断模板小资源”的作用是把这个判断变成一个可执行、可观察、可复盘的动作。执行时只把它当作建立熟悉感和互相信任的入口，不把对方当作被推进的对象。,触发条件：对方不知道问题出在哪时。；具体动作：提供自评问题而不是直接给答案。；落地要求：把领取、打开、完成、反馈和二次对话都记录下来。；边界要求：必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。,诊断模板小资源执行次数；相关内容互动率；后续对话或行动率；对方主动回应率；重复互动率,诊断模板小资源；对方不知道问题出在哪；提供自评问题而不是直接给答案；小资源互助策略；认识陌生人；成为朋友；建立信任；真诚互动,IGS-S5-03；IGS-S7-08；IGS-S6-G20,cards/IGS-S6-G05.md,用于在社交平台上认识合适的陌生人，通过公开互动、真诚倾听和小范围互助，逐步成为朋友并赢得长期信任。,必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。
IGS-S6-G06,案例拆解小资源,S6,小资源互助策略,提升主页可信感；建立长期朋友关系,资源互助策略；私信策略,提升参与感；提升持续关注理由,CIALDINI_INFLUENCE；CXL_INSTITUTE,小资源和小帮助用于降低对方行动负担，不用于制造亏欠感。对方需要信任证据时，小资源要制造可完成的小胜利，而不是堆砌看似丰富的小资源；“案例拆解小资源”的作用是把这个判断变成一个可执行、可观察、可复盘的动作。执行时只把它当作建立熟悉感和互相信任的入口，不把对方当作被推进的对象。,触发条件：对方需要信任证据时。；具体动作：把一个真实案例拆成背景、动作、指标、限制。；落地要求：把领取、打开、完成、反馈和二次对话都记录下来。；边界要求：必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。,案例拆解小资源执行次数；相关内容互动率；后续对话或行动率；对方主动回应率；重复互动率,案例拆解小资源；对方需要信任证据；把一个真实案例拆成背景、动作、指标、；小资源互助策略；认识陌生人；成为朋友；建立信任；真诚互动,IGS-S5-G29；IGS-S7-07；IGS-S6-G21,cards/IGS-S6-G06.md,用于在社交平台上认识合适的陌生人，通过公开互动、真诚倾听和小范围互助，逐步成为朋友并赢得长期信任。,必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。
IGS-S6-G07,Story 测验小资源,S6,小资源互助策略,提供小帮助；提高后续对话率,Story 策略；资源互助策略,提升互惠感；提升安全感,CXL_INSTITUTE；LATER_STORIES_CAMPAIGN,小资源和小帮助用于降低对方行动负担，不用于制造亏欠感。小资源预热冷淡时，小资源要制造可完成的小胜利，而不是堆砌看似丰富的小资源；“Story 测验小资源”的作用是把这个判断变成一个可执行、可观察、可复盘的动作。执行时只把它当作建立熟悉感和互相信任的入口，不把对方当作被推进的对象。,触发条件：小资源预热冷淡时。；具体动作：先用测验让对方发现自己的缺口，再给资源。；落地要求：把领取、打开、完成、反馈和二次对话都记录下来。；边界要求：必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。,Story 测验小资源执行次数；相关内容互动率；后续对话或行动率；对方主动回应率；重复互动率,Story 测验小资源；小资源预热冷淡；先用测验让对方发现自己的缺口，再给资；小资源互助策略；认识陌生人；成为朋友；建立信任；真诚互动,IGS-S5-04；IGS-S7-07；IGS-S6-G19；IGS-S8-07,cards/IGS-S6-G07.md,用于在社交平台上认识合适的陌生人，通过公开互动、真诚倾听和小范围互助，逐步成为朋友并赢得长期信任。,必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。
IGS-S6-G08,DM 关键词小资源,S6,小资源互助策略,开启私信对话；降低陌生防备,Carousel 策略；资源互助策略,提升专业感；降低怀疑感,LATER_STORIES_CAMPAIGN；CANVA_SOCIAL_MEDIA_MASTERY,小资源和小帮助用于降低对方行动负担，不用于制造亏欠感。链接点击低但评论热情高时，小资源要制造可完成的小胜利，而不是堆砌看似丰富的小资源；“DM 关键词小资源”的作用是把这个判断变成一个可执行、可观察、可复盘的动作。执行时只把它当作建立熟悉感和互相信任的入口，不把对方当作被推进的对象。,触发条件：链接点击低但评论热情高时。；具体动作：用一个关键词把领取入口放回 Instagram 内。；落地要求：把领取、打开、完成、反馈和二次对话都记录下来。；边界要求：必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。,DM 关键词小资源执行次数；相关内容互动率；后续对话或行动率；对方主动回应率；重复互动率,DM 关键词小资源；链接点击低但评论热情高；用一个关键词把领取入口放回 Inst；小资源互助策略；认识陌生人；成为朋友；建立信任；真诚互动,IGS-S5-03；IGS-S7-08；IGS-S6-G20；IGS-S6-G17,cards/IGS-S6-G08.md,用于在社交平台上认识合适的陌生人，通过公开互动、真诚倾听和小范围互助，逐步成为朋友并赢得长期信任。,必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。
IGS-S6-G09,直播加餐小资源,S6,小资源互助策略,提升主页可信感；建立长期朋友关系,资源互助策略,提升参与感；提升持续关注理由,CANVA_SOCIAL_MEDIA_MASTERY；META_REELS_ADS,小资源和小帮助用于降低对方行动负担，不用于制造亏欠感。Live 后关系断掉时，小资源要制造可完成的小胜利，而不是堆砌看似丰富的小资源；“直播加餐小资源”的作用是把这个判断变成一个可执行、可观察、可复盘的动作。执行时只把它当作建立熟悉感和互相信任的入口，不把对方当作被推进的对象。,触发条件：Live 后关系断掉时。；具体动作：直播结束发讲义、清单或回放重点。；落地要求：把领取、打开、完成、反馈和二次对话都记录下来。；边界要求：必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。,直播加餐小资源执行次数；相关内容互动率；后续对话或行动率；对方主动回应率；重复互动率,直播加餐小资源；Live 后关系断掉；直播结束发讲义、清单或回放重点；小资源互助策略；认识陌生人；成为朋友；建立信任；真诚互动,IGS-S5-G29；IGS-S7-06；IGS-S6-G18,cards/IGS-S6-G09.md,用于在社交平台上认识合适的陌生人，通过公开互动、真诚倾听和小范围互助，逐步成为朋友并赢得长期信任。,必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。
IGS-S6-G10,内容升级小资源,S6,小资源互助策略,提供小帮助；提高后续对话率,资源互助策略；私信策略,提升互惠感；提升安全感,META_REELS_ADS；CIALDINI_INFLUENCE,小资源和小帮助用于降低对方行动负担，不用于制造亏欠感。公开内容有明显未展开部分时，小资源要制造可完成的小胜利，而不是堆砌看似丰富的小资源；“内容升级小资源”的作用是把这个判断变成一个可执行、可观察、可复盘的动作。执行时只把它当作建立熟悉感和互相信任的入口，不把对方当作被推进的对象。,触发条件：公开内容有明显未展开部分时。；具体动作：只把更完整模板提供给真正需要的人。；落地要求：把领取、打开、完成、反馈和二次对话都记录下来。；边界要求：必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。,内容升级小资源执行次数；相关内容互动率；后续对话或行动率；对方主动回应率；重复互动率,内容升级小资源；公开内容有明显未展开部分；只把更完整模板提供给真正需要的人；小资源互助策略；认识陌生人；成为朋友；建立信任；真诚互动,IGS-S5-04；IGS-S7-07；IGS-S6-01；IGS-S8-07,cards/IGS-S6-G10.md,用于在社交平台上认识合适的陌生人，通过公开互动、真诚倾听和小范围互助，逐步成为朋友并赢得长期信任。,必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。
IGS-S6-G11,资源包分层,S6,小资源互助策略,开启私信对话；降低陌生防备,Story 策略；资源互助策略,提升专业感；降低怀疑感,CIALDINI_INFLUENCE；CXL_INSTITUTE,小资源和小帮助用于降低对方行动负担，不用于制造亏欠感。一个大资源包让对方选择困难时，小资源要制造可完成的小胜利，而不是堆砌看似丰富的小资源；“资源包分层”的作用是把这个判断变成一个可执行、可观察、可复盘的动作。执行时只把它当作建立熟悉感和互相信任的入口，不把对方当作被推进的对象。,触发条件：一个大资源包让对方选择困难时。；具体动作：按目标拆成入门包、关系推进包、复盘包。；落地要求：把领取、打开、完成、反馈和二次对话都记录下来。；边界要求：必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。,资源包分层执行次数；相关内容互动率；后续对话或行动率；对方主动回应率；重复互动率,资源包分层；一个大资源包让对方选择困难；按目标拆成入门包、关系推进包、复盘包；小资源互助策略；认识陌生人；成为朋友；建立信任；真诚互动,IGS-S5-03；IGS-S7-08；IGS-S6-G20,cards/IGS-S6-G11.md,用于在社交平台上认识合适的陌生人，通过公开互动、真诚倾听和小范围互助，逐步成为朋友并赢得长期信任。,必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。
IGS-S6-G12,挑战型小资源,S6,小资源互助策略,提升主页可信感；建立长期朋友关系,Carousel 策略；资源互助策略,提升参与感；提升持续关注理由,CXL_INSTITUTE；LATER_STORIES_CAMPAIGN,小资源和小帮助用于降低对方行动负担，不用于制造亏欠感。对方需要陪伴而不是小资源时，小资源要制造可完成的小胜利，而不是堆砌看似丰富的小资源；“挑战型小资源”的作用是把这个判断变成一个可执行、可观察、可复盘的动作。执行时只把它当作建立熟悉感和互相信任的入口，不把对方当作被推进的对象。,触发条件：对方需要陪伴而不是小资源时。；具体动作：设计 3 天或 5 天的小挑战。；落地要求：把领取、打开、完成、反馈和二次对话都记录下来。；边界要求：必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。,挑战型小资源执行次数；相关内容互动率；后续对话或行动率；对方主动回应率；重复互动率,挑战型小资源；对方需要陪伴而不是小资源；设计 3 天或 5 天的小挑战；小资源互助策略；认识陌生人；成为朋友；建立信任；真诚互动,IGS-S5-G29；IGS-S7-04；IGS-S6-G21,cards/IGS-S6-G12.md,用于在社交平台上认识合适的陌生人，通过公开互动、真诚倾听和小范围互助，逐步成为朋友并赢得长期信任。,必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。
IGS-S6-G13,免费微诊断,S6,小资源互助策略,提供小帮助；提高后续对话率,资源互助策略,提升互惠感；提升安全感,LATER_STORIES_CAMPAIGN；CANVA_SOCIAL_MEDIA_MASTERY,小资源和小帮助用于降低对方行动负担，不用于制造亏欠感。高意向对方需要证明你的判断力时，小资源要制造可完成的小胜利，而不是堆砌看似丰富的小资源；“免费微诊断”的作用是把这个判断变成一个可执行、可观察、可复盘的动作。执行时只把它当作建立熟悉感和互相信任的入口，不把对方当作被推进的对象。,触发条件：高意向对方需要证明你的判断力时。；具体动作：提供一次范围明确的微诊断。；落地要求：把领取、打开、完成、反馈和二次对话都记录下来。；边界要求：必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。,免费微诊断执行次数；相关内容互动率；后续对话或行动率；对方主动回应率；重复互动率,免费微诊断；高意向对方需要证明你的判断力；提供一次范围明确的微诊断；小资源互助策略；认识陌生人；成为朋友；建立信任；真诚互动,IGS-S5-04；IGS-S7-07；IGS-S6-G19,cards/IGS-S6-G13.md,用于在社交平台上认识合适的陌生人，通过公开互动、真诚倾听和小范围互助，逐步成为朋友并赢得长期信任。,必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。
IGS-S6-G14,办公时间小资源,S6,小资源互助策略,开启私信对话；降低陌生防备,资源互助策略；私信策略,提升专业感；降低怀疑感,CANVA_SOCIAL_MEDIA_MASTERY；META_REELS_ADS,小资源和小帮助用于降低对方行动负担，不用于制造亏欠感。对方问题高度个性化时，小资源要制造可完成的小胜利，而不是堆砌看似丰富的小资源；“办公时间小资源”的作用是把这个判断变成一个可执行、可观察、可复盘的动作。执行时只把它当作建立熟悉感和互相信任的入口，不把对方当作被推进的对象。,触发条件：对方问题高度个性化时。；具体动作：固定每周 30 分钟回答领取者问题。；落地要求：把领取、打开、完成、反馈和二次对话都记录下来。；边界要求：必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。,办公时间小资源执行次数；相关内容互动率；后续对话或行动率；对方主动回应率；重复互动率,办公时间小资源；对方问题高度个性化；固定每周 30 分钟回答领取者问题；小资源互助策略；认识陌生人；成为朋友；建立信任；真诚互动,IGS-S5-03；IGS-S7-08；IGS-S6-G02；IGS-S6-G20,cards/IGS-S6-G14.md,用于在社交平台上认识合适的陌生人，通过公开互动、真诚倾听和小范围互助，逐步成为朋友并赢得长期信任。,必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。
IGS-S6-G15,感谢页下一步,S6,小资源互助策略,提升主页可信感；建立长期朋友关系,Story 策略；资源互助策略,提升参与感；提升持续关注理由,META_REELS_ADS；CIALDINI_INFLUENCE,小资源和小帮助用于降低对方行动负担，不用于制造亏欠感。小资源领取完没有后续动作时，小资源要制造可完成的小胜利，而不是堆砌看似丰富的小资源；“感谢页下一步”的作用是把这个判断变成一个可执行、可观察、可复盘的动作。执行时只把它当作建立熟悉感和互相信任的入口，不把对方当作被推进的对象。,触发条件：小资源领取完没有后续动作时。；具体动作：感谢页只放一个反馈问题或一个相关案例。；落地要求：把领取、打开、完成、反馈和二次对话都记录下来。；边界要求：必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。,感谢页下一步执行次数；相关内容互动率；后续对话或行动率；对方主动回应率；重复互动率,感谢页下一步；小资源领取完没有后续动作；感谢页只放一个反馈问题或一个相关案例；小资源互助策略；认识陌生人；成为朋友；建立信任；真诚互动,IGS-S5-G29；IGS-S7-04；IGS-S6-G03；IGS-S6-G21,cards/IGS-S6-G15.md,用于在社交平台上认识合适的陌生人，通过公开互动、真诚倾听和小范围互助，逐步成为朋友并赢得长期信任。,必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。
IGS-S6-G16,小资源适用边界,S6,小资源互助策略,提供小帮助；提高后续对话率,Carousel 策略；资源互助策略,提升互惠感；提升安全感,CIALDINI_INFLUENCE；CXL_INSTITUTE,小资源和小帮助用于降低对方行动负担，不用于制造亏欠感。领取者期待过高时，小资源要制造可完成的小胜利，而不是堆砌看似丰富的小资源；“小资源适用边界”的作用是把这个判断变成一个可执行、可观察、可复盘的动作。执行时只把它当作建立熟悉感和互相信任的入口，不把对方当作被推进的对象。,触发条件：领取者期待过高时。；具体动作：清楚写明适合谁、不适合谁、不能保证什么。；落地要求：把领取、打开、完成、反馈和二次对话都记录下来。；边界要求：必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。,小资源适用边界执行次数；相关内容互动率；后续对话或行动率；对方主动回应率；重复互动率,小资源适用边界；领取者期待过高；清楚写明适合谁、不适合谁、不能保证什；小资源互助策略；认识陌生人；成为朋友；建立信任；真诚互动,IGS-S5-04；IGS-S7-07；IGS-S6-01,cards/IGS-S6-G16.md,用于在社交平台上认识合适的陌生人，通过公开互动、真诚倾听和小范围互助，逐步成为朋友并赢得长期信任。,必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。
IGS-S6-G17,小资源反馈收集,S6,小资源互助策略,开启私信对话；降低陌生防备,资源互助策略,提升专业感；降低怀疑感,CXL_INSTITUTE；LATER_STORIES_CAMPAIGN,小资源和小帮助用于降低对方行动负担，不用于制造亏欠感。不知道小资源是否真的有用时，小资源要制造可完成的小胜利，而不是堆砌看似丰富的小资源；“小资源反馈收集”的作用是把这个判断变成一个可执行、可观察、可复盘的动作。执行时只把它当作建立熟悉感和互相信任的入口，不把对方当作被推进的对象。,触发条件：不知道小资源是否真的有用时。；具体动作：领取 48 小时后问完成了哪一步。；落地要求：把领取、打开、完成、反馈和二次对话都记录下来。；边界要求：必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。,小资源反馈收集执行次数；相关内容互动率；后续对话或行动率；对方主动回应率；重复互动率,小资源反馈收集；不知道小资源是否真的有用；领取 48 小时后问完成了哪一步；小资源互助策略；认识陌生人；成为朋友；建立信任；真诚互动,IGS-S5-03；IGS-S7-08；IGS-S6-G02,cards/IGS-S6-G17.md,用于在社交平台上认识合适的陌生人，通过公开互动、真诚倾听和小范围互助，逐步成为朋友并赢得长期信任。,必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。
IGS-S6-G18,小资源使用证明,S6,小资源互助策略,提升主页可信感；建立长期朋友关系,资源互助策略；私信策略,提升参与感；提升持续关注理由,LATER_STORIES_CAMPAIGN；CANVA_SOCIAL_MEDIA_MASTERY,小资源和小帮助用于降低对方行动负担，不用于制造亏欠感。潜在对方怀疑资源质量时，小资源要制造可完成的小胜利，而不是堆砌看似丰富的小资源；“小资源使用证明”的作用是把这个判断变成一个可执行、可观察、可复盘的动作。执行时只把它当作建立熟悉感和互相信任的入口，不把对方当作被推进的对象。,触发条件：潜在对方怀疑资源质量时。；具体动作：展示匿名使用反馈和前后变化。；落地要求：把领取、打开、完成、反馈和二次对话都记录下来。；边界要求：必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。,小资源使用证明执行次数；相关内容互动率；后续对话或行动率；对方主动回应率；重复互动率,小资源使用证明；潜在对方怀疑资源质量；展示匿名使用反馈和前后变化；小资源互助策略；认识陌生人；成为朋友；建立信任；真诚互动,IGS-S5-G29；IGS-S7-G19；IGS-S6-G06；IGS-S6-G03,cards/IGS-S6-G18.md,用于在社交平台上认识合适的陌生人，通过公开互动、真诚倾听和小范围互助，逐步成为朋友并赢得长期信任。,必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。
IGS-S6-G19,小资源视觉模板,S6,小资源互助策略,提供小帮助；提高后续对话率,Story 策略；资源互助策略,提升互惠感；提升安全感,CANVA_SOCIAL_MEDIA_MASTERY；META_REELS_ADS,小资源和小帮助用于降低对方行动负担，不用于制造亏欠感。小资源看起来廉价影响信任时，小资源要制造可完成的小胜利，而不是堆砌看似丰富的小资源；“小资源视觉模板”的作用是把这个判断变成一个可执行、可观察、可复盘的动作。执行时只把它当作建立熟悉感和互相信任的入口，不把对方当作被推进的对象。,触发条件：小资源看起来廉价影响信任时。；具体动作：用统一封面、页眉、编号和行动区。；落地要求：把领取、打开、完成、反馈和二次对话都记录下来。；边界要求：必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。,小资源视觉模板执行次数；相关内容互动率；后续对话或行动率；对方主动回应率；重复互动率,小资源视觉模板；小资源看起来廉价影响信任；用统一封面、页眉、编号和行动区；小资源互助策略；认识陌生人；成为朋友；建立信任；真诚互动,IGS-S5-04；IGS-S7-07；IGS-S6-G07；IGS-S6-G04,cards/IGS-S6-G19.md,用于在社交平台上认识合适的陌生人，通过公开互动、真诚倾听和小范围互助，逐步成为朋友并赢得长期信任。,必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。
IGS-S6-G20,小资源再利用,S6,小资源互助策略,开启私信对话；降低陌生防备,Carousel 策略；资源互助策略,提升专业感；降低怀疑感,META_REELS_ADS；CIALDINI_INFLUENCE,小资源和小帮助用于降低对方行动负担，不用于制造亏欠感。小资源只发一次就沉没时，小资源要制造可完成的小胜利，而不是堆砌看似丰富的小资源；“小资源再利用”的作用是把这个判断变成一个可执行、可观察、可复盘的动作。执行时只把它当作建立熟悉感和互相信任的入口，不把对方当作被推进的对象。,触发条件：小资源只发一次就沉没时。；具体动作：把资源拆回 3 条 Reel、1 条 Carousel、1 场 Live。；落地要求：把领取、打开、完成、反馈和二次对话都记录下来。；边界要求：必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。,小资源再利用执行次数；相关内容互动率；后续对话或行动率；对方主动回应率；重复互动率,小资源再利用；小资源只发一次就沉没；把资源拆回 3 条 Reel、1 条；小资源互助策略；认识陌生人；成为朋友；建立信任；真诚互动,IGS-S5-03；IGS-S7-08；IGS-S6-G08；IGS-S6-G05,cards/IGS-S6-G20.md,用于在社交平台上认识合适的陌生人，通过公开互动、真诚倾听和小范围互助，逐步成为朋友并赢得长期信任。,必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。
IGS-S6-G21,深入交流入口软承接,S6,小资源互助策略,提升主页可信感；建立长期朋友关系,资源互助策略,提升参与感；提升持续关注理由,CIALDINI_INFLUENCE；CXL_INSTITUTE,小资源和小帮助用于降低对方行动负担，不用于制造亏欠感。小资源对方已经完成小胜利时，小资源要制造可完成的小胜利，而不是堆砌看似丰富的小资源；“深入交流入口软承接”的作用是把这个判断变成一个可执行、可观察、可复盘的动作。执行时只把它当作建立熟悉感和互相信任的入口，不把对方当作被推进的对象。,触发条件：小资源对方已经完成小胜利时。；具体动作：只在反馈后提供更深服务选项。；落地要求：把领取、打开、完成、反馈和二次对话都记录下来。；边界要求：必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。,深入交流入口软承接执行次数；相关内容互动率；后续对话或行动率；对方主动回应率；重复互动率,深入交流入口软承接；小资源对方已经完成小胜利；只在反馈后提供更深服务选项；小资源互助策略；认识陌生人；成为朋友；建立信任；真诚互动,IGS-S5-G29；IGS-S7-04；IGS-S6-G06,cards/IGS-S6-G21.md,用于在社交平台上认识合适的陌生人，通过公开互动、真诚倾听和小范围互助，逐步成为朋友并赢得长期信任。,必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。
IGS-S7-G01,周一目标仪式,S7,长期朋友关系维护策略,建立长期朋友关系；增加 Story 回复,社群/圈层策略,提升参与感；提升持续关注理由,SPROUT_CASE_STUDIES；CARNEGIE,朋友关系需要节奏、记忆和持续关心，不能只在需要回应时出现。社群缺少固定参与节奏时，长期关系靠固定节奏、对方参与和真实回访，而不是偶尔热闹；“周一目标仪式”的作用是把这个判断变成一个可执行、可观察、可复盘的动作。执行时只把它当作建立熟悉感和互相信任的入口，不把对方当作被推进的对象。,触发条件：社群缺少固定参与节奏时。；具体动作：每周一让对方用一句话写本周目标。；落地要求：把动作固定到周/月节奏里，并明确谁负责回访和沉淀。；边界要求：必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。,周一目标仪式执行次数；相关内容互动率；后续对话或行动率；对方主动回应率；重复互动率,周一目标仪式；社群缺少固定参与节奏；每周一让对方用一句话写本周目标；长期朋友关系维护策略；认识陌生人；成为朋友；建立信任；真诚互动,IGS-S6-G21；IGS-S8-04；IGS-S7-G16,cards/IGS-S7-G01.md,用于在社交平台上认识合适的陌生人，通过公开互动、真诚倾听和小范围互助，逐步成为朋友并赢得长期信任。,必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。
