source,target,relation,reason
strategy:IGS-S7-G15,strategy:IGS-S8-07,continues_to,可继续推进到下一阶段 S8
strategy:IGS-S7-G15,strategy:IGS-S7-G03,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S7-G15,strategy:IGS-S7-09,same_source_family,来自相近资料来源，可作为同一方法论的延伸
strategy:IGS-S7-G16,strategy:IGS-S6-G21,depends_on,承接上一阶段 S6 的定位、信任或互动基础
strategy:IGS-S7-G16,strategy:IGS-S8-04,continues_to,可继续推进到下一阶段 S8
strategy:IGS-S7-G16,strategy:IGS-S7-G04,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S7-G16,strategy:IGS-S7-G01,same_source_family,来自相近资料来源，可作为同一方法论的延伸
strategy:IGS-S7-G17,strategy:IGS-S6-09,depends_on,承接上一阶段 S6 的定位、信任或互动基础
strategy:IGS-S7-G17,strategy:IGS-S8-05,continues_to,可继续推进到下一阶段 S8
strategy:IGS-S7-G17,strategy:IGS-S7-G02,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S7-G18,strategy:IGS-S6-G19,depends_on,承接上一阶段 S6 的定位、信任或互动基础
strategy:IGS-S7-G18,strategy:IGS-S8-09,continues_to,可继续推进到下一阶段 S8
strategy:IGS-S7-G18,strategy:IGS-S7-G06,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S7-G18,strategy:IGS-S7-G12,same_source_family,来自相近资料来源，可作为同一方法论的延伸
strategy:IGS-S7-G19,strategy:IGS-S6-G18,depends_on,承接上一阶段 S6 的定位、信任或互动基础
strategy:IGS-S7-G19,strategy:IGS-S8-04,continues_to,可继续推进到下一阶段 S8
strategy:IGS-S7-G19,strategy:IGS-S7-G07,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S7-G20,strategy:IGS-S6-09,depends_on,承接上一阶段 S6 的定位、信任或互动基础
strategy:IGS-S7-G20,strategy:IGS-S8-05,continues_to,可继续推进到下一阶段 S8
strategy:IGS-S7-G20,strategy:IGS-S7-G08,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S7-G20,strategy:IGS-S7-G05,same_source_family,来自相近资料来源，可作为同一方法论的延伸
strategy:IGS-S7-G21,strategy:IGS-S6-08,depends_on,承接上一阶段 S6 的定位、信任或互动基础
strategy:IGS-S7-G21,strategy:IGS-S8-G20,continues_to,可继续推进到下一阶段 S8
strategy:IGS-S7-G21,strategy:IGS-S7-G06,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S8-G01,strategy:IGS-S7-05,depends_on,承接上一阶段 S7 的定位、信任或互动基础
strategy:IGS-S8-G01,strategy:IGS-S9-07,continues_to,可继续推进到下一阶段 S9
strategy:IGS-S8-G01,strategy:IGS-S8-G16,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S8-G02,strategy:IGS-S7-07,depends_on,承接上一阶段 S7 的定位、信任或互动基础
strategy:IGS-S8-G02,strategy:IGS-S9-07,continues_to,可继续推进到下一阶段 S9
strategy:IGS-S8-G02,strategy:IGS-S8-G17,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S8-G03,strategy:IGS-S7-09,depends_on,承接上一阶段 S7 的定位、信任或互动基础
strategy:IGS-S8-G03,strategy:IGS-S9-02,continues_to,可继续推进到下一阶段 S9
strategy:IGS-S8-G03,strategy:IGS-S8-G18,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S8-G04,strategy:IGS-S7-08,depends_on,承接上一阶段 S7 的定位、信任或互动基础
strategy:IGS-S8-G04,strategy:IGS-S9-07,continues_to,可继续推进到下一阶段 S9
strategy:IGS-S8-G04,strategy:IGS-S8-G19,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S8-G05,strategy:IGS-S7-07,depends_on,承接上一阶段 S7 的定位、信任或互动基础
strategy:IGS-S8-G05,strategy:IGS-S9-G11,continues_to,可继续推进到下一阶段 S9
strategy:IGS-S8-G05,strategy:IGS-S8-G20,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S8-G06,strategy:IGS-S7-09,depends_on,承接上一阶段 S7 的定位、信任或互动基础
strategy:IGS-S8-G06,strategy:IGS-S9-09,continues_to,可继续推进到下一阶段 S9
strategy:IGS-S8-G06,strategy:IGS-S8-G21,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S8-G07,strategy:IGS-S7-05,depends_on,承接上一阶段 S7 的定位、信任或互动基础
strategy:IGS-S8-G07,strategy:IGS-S9-07,continues_to,可继续推进到下一阶段 S9
strategy:IGS-S8-G07,strategy:IGS-S8-G22,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S8-G08,strategy:IGS-S7-07,depends_on,承接上一阶段 S7 的定位、信任或互动基础
strategy:IGS-S8-G08,strategy:IGS-S9-G11,continues_to,可继续推进到下一阶段 S9
strategy:IGS-S8-G08,strategy:IGS-S8-G23,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S8-G09,strategy:IGS-S7-09,depends_on,承接上一阶段 S7 的定位、信任或互动基础
strategy:IGS-S8-G09,strategy:IGS-S9-09,continues_to,可继续推进到下一阶段 S9
strategy:IGS-S8-G09,strategy:IGS-S8-G24,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S8-G10,strategy:IGS-S7-08,depends_on,承接上一阶段 S7 的定位、信任或互动基础
strategy:IGS-S8-G10,strategy:IGS-S9-07,continues_to,可继续推进到下一阶段 S9
strategy:IGS-S8-G10,strategy:IGS-S8-01,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S8-G11,strategy:IGS-S7-07,depends_on,承接上一阶段 S7 的定位、信任或互动基础
strategy:IGS-S8-G11,strategy:IGS-S9-07,continues_to,可继续推进到下一阶段 S9
strategy:IGS-S8-G11,strategy:IGS-S8-G20,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S8-G12,strategy:IGS-S7-09,depends_on,承接上一阶段 S7 的定位、信任或互动基础
strategy:IGS-S8-G12,strategy:IGS-S9-02,continues_to,可继续推进到下一阶段 S9
strategy:IGS-S8-G12,strategy:IGS-S8-G21,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S8-G13,strategy:IGS-S7-08,depends_on,承接上一阶段 S7 的定位、信任或互动基础
strategy:IGS-S8-G13,strategy:IGS-S9-07,continues_to,可继续推进到下一阶段 S9
strategy:IGS-S8-G13,strategy:IGS-S8-G22,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S8-G14,strategy:IGS-S7-07,depends_on,承接上一阶段 S7 的定位、信任或互动基础
strategy:IGS-S8-G14,strategy:IGS-S9-05,continues_to,可继续推进到下一阶段 S9
strategy:IGS-S8-G14,strategy:IGS-S8-07,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S8-G14,strategy:IGS-S6-06,same_source_family,来自相近资料来源，可作为同一方法论的延伸
strategy:IGS-S8-G15,strategy:IGS-S7-09,depends_on,承接上一阶段 S7 的定位、信任或互动基础
strategy:IGS-S8-G15,strategy:IGS-S9-09,continues_to,可继续推进到下一阶段 S9
strategy:IGS-S8-G15,strategy:IGS-S8-G24,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S8-G16,strategy:IGS-S7-05,depends_on,承接上一阶段 S7 的定位、信任或互动基础
strategy:IGS-S8-G16,strategy:IGS-S9-07,continues_to,可继续推进到下一阶段 S9
strategy:IGS-S8-G16,strategy:IGS-S8-G01,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S8-G17,strategy:IGS-S7-07,depends_on,承接上一阶段 S7 的定位、信任或互动基础
strategy:IGS-S8-G17,strategy:IGS-S9-07,continues_to,可继续推进到下一阶段 S9
strategy:IGS-S8-G17,strategy:IGS-S8-G02,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S8-G18,strategy:IGS-S7-09,depends_on,承接上一阶段 S7 的定位、信任或互动基础
strategy:IGS-S8-G18,strategy:IGS-S9-02,continues_to,可继续推进到下一阶段 S9
strategy:IGS-S8-G18,strategy:IGS-S8-G03,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S8-G19,strategy:IGS-S7-08,depends_on,承接上一阶段 S7 的定位、信任或互动基础
strategy:IGS-S8-G19,strategy:IGS-S9-07,continues_to,可继续推进到下一阶段 S9
strategy:IGS-S8-G19,strategy:IGS-S8-G04,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S8-G20,strategy:IGS-S7-07,depends_on,承接上一阶段 S7 的定位、信任或互动基础
strategy:IGS-S8-G20,strategy:IGS-S9-G11,continues_to,可继续推进到下一阶段 S9
strategy:IGS-S8-G20,strategy:IGS-S8-G05,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S8-G21,strategy:IGS-S7-09,depends_on,承接上一阶段 S7 的定位、信任或互动基础
strategy:IGS-S8-G21,strategy:IGS-S9-09,continues_to,可继续推进到下一阶段 S9
strategy:IGS-S8-G21,strategy:IGS-S8-G06,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S8-G22,strategy:IGS-S7-05,depends_on,承接上一阶段 S7 的定位、信任或互动基础
strategy:IGS-S8-G22,strategy:IGS-S9-07,continues_to,可继续推进到下一阶段 S9
strategy:IGS-S8-G22,strategy:IGS-S8-G07,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S8-G23,strategy:IGS-S7-07,depends_on,承接上一阶段 S7 的定位、信任或互动基础
strategy:IGS-S8-G23,strategy:IGS-S9-G11,continues_to,可继续推进到下一阶段 S9
strategy:IGS-S8-G23,strategy:IGS-S8-G08,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S8-G24,strategy:IGS-S7-09,depends_on,承接上一阶段 S7 的定位、信任或互动基础
strategy:IGS-S8-G24,strategy:IGS-S9-09,continues_to,可继续推进到下一阶段 S9
strategy:IGS-S8-G24,strategy:IGS-S8-G09,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S9-G01,strategy:IGS-S8-05,depends_on,承接上一阶段 S8 的定位、信任或互动基础
strategy:IGS-S9-G01,strategy:IGS-S9-G13,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S9-G01,strategy:IGS-S9-01,same_source_family,来自相近资料来源，可作为同一方法论的延伸
strategy:IGS-S9-G02,strategy:IGS-S8-07,depends_on,承接上一阶段 S8 的定位、信任或互动基础
strategy:IGS-S9-G02,strategy:IGS-S9-G14,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S9-G02,strategy:IGS-S9-G17,same_source_family,来自相近资料来源，可作为同一方法论的延伸
strategy:IGS-S9-G03,strategy:IGS-S8-09,depends_on,承接上一阶段 S8 的定位、信任或互动基础
strategy:IGS-S9-G03,strategy:IGS-S9-G15,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S9-G03,strategy:IGS-S9-G18,same_source_family,来自相近资料来源，可作为同一方法论的延伸
strategy:IGS-S9-G04,strategy:IGS-S8-05,depends_on,承接上一阶段 S8 的定位、信任或互动基础
strategy:IGS-S9-G04,strategy:IGS-S9-G16,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S9-G04,strategy:IGS-S9-G19,same_source_family,来自相近资料来源，可作为同一方法论的延伸
strategy:IGS-S9-G05,strategy:IGS-S8-G21,depends_on,承接上一阶段 S8 的定位、信任或互动基础
strategy:IGS-S9-G05,strategy:IGS-S9-G17,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S9-G05,strategy:IGS-S9-G20,same_source_family,来自相近资料来源，可作为同一方法论的延伸
strategy:IGS-S9-G06,strategy:IGS-S8-02,depends_on,承接上一阶段 S8 的定位、信任或互动基础
strategy:IGS-S9-G06,strategy:IGS-S9-G18,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S9-G06,strategy:IGS-S9-G21,same_source_family,来自相近资料来源，可作为同一方法论的延伸
strategy:IGS-S9-G07,strategy:IGS-S8-09,depends_on,承接上一阶段 S8 的定位、信任或互动基础
strategy:IGS-S9-G07,strategy:IGS-S9-G19,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S9-G07,strategy:IGS-S9-G13,same_source_family,来自相近资料来源，可作为同一方法论的延伸
strategy:IGS-S9-G08,strategy:IGS-S8-07,depends_on,承接上一阶段 S8 的定位、信任或互动基础
strategy:IGS-S9-G08,strategy:IGS-S9-G20,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S9-G08,strategy:IGS-S9-G14,same_source_family,来自相近资料来源，可作为同一方法论的延伸
strategy:IGS-S9-G09,strategy:IGS-S8-02,depends_on,承接上一阶段 S8 的定位、信任或互动基础
strategy:IGS-S9-G09,strategy:IGS-S9-G21,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S9-G09,strategy:IGS-S9-G15,same_source_family,来自相近资料来源，可作为同一方法论的延伸
strategy:IGS-S9-G10,strategy:IGS-S8-05,depends_on,承接上一阶段 S8 的定位、信任或互动基础
strategy:IGS-S9-G10,strategy:IGS-S9-G16,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S9-G11,strategy:IGS-S8-G18,depends_on,承接上一阶段 S8 的定位、信任或互动基础
strategy:IGS-S9-G11,strategy:IGS-S9-06,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S9-G11,strategy:IGS-S9-G17,same_source_family,来自相近资料来源，可作为同一方法论的延伸
strategy:IGS-S9-G12,strategy:IGS-S8-G19,depends_on,承接上一阶段 S8 的定位、信任或互动基础
strategy:IGS-S9-G12,strategy:IGS-S9-G18,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S9-G13,strategy:IGS-S8-05,depends_on,承接上一阶段 S8 的定位、信任或互动基础
strategy:IGS-S9-G13,strategy:IGS-S9-G01,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S9-G13,strategy:IGS-S9-G19,same_source_family,来自相近资料来源，可作为同一方法论的延伸
strategy:IGS-S9-G14,strategy:IGS-S8-07,depends_on,承接上一阶段 S8 的定位、信任或互动基础
strategy:IGS-S9-G14,strategy:IGS-S9-G02,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S9-G14,strategy:IGS-S9-G20,same_source_family,来自相近资料来源，可作为同一方法论的延伸
strategy:IGS-S9-G15,strategy:IGS-S8-09,depends_on,承接上一阶段 S8 的定位、信任或互动基础
strategy:IGS-S9-G15,strategy:IGS-S9-G03,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S9-G15,strategy:IGS-S9-G21,same_source_family,来自相近资料来源，可作为同一方法论的延伸
strategy:IGS-S9-G16,strategy:IGS-S8-05,depends_on,承接上一阶段 S8 的定位、信任或互动基础
strategy:IGS-S9-G16,strategy:IGS-S9-G04,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S9-G16,strategy:IGS-S9-G10,same_source_family,来自相近资料来源，可作为同一方法论的延伸
strategy:IGS-S9-G17,strategy:IGS-S8-G21,depends_on,承接上一阶段 S8 的定位、信任或互动基础
strategy:IGS-S9-G17,strategy:IGS-S9-G05,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S9-G17,strategy:IGS-S9-G11,same_source_family,来自相近资料来源，可作为同一方法论的延伸
strategy:IGS-S9-G18,strategy:IGS-S8-G19,depends_on,承接上一阶段 S8 的定位、信任或互动基础
strategy:IGS-S9-G18,strategy:IGS-S9-G06,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S9-G18,strategy:IGS-S9-G12,same_source_family,来自相近资料来源，可作为同一方法论的延伸
strategy:IGS-S9-G19,strategy:IGS-S8-09,depends_on,承接上一阶段 S8 的定位、信任或互动基础
strategy:IGS-S9-G19,strategy:IGS-S9-G07,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S9-G19,strategy:IGS-S9-G13,same_source_family,来自相近资料来源，可作为同一方法论的延伸
strategy:IGS-S9-G20,strategy:IGS-S8-07,depends_on,承接上一阶段 S8 的定位、信任或互动基础
strategy:IGS-S9-G20,strategy:IGS-S9-G08,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S9-G20,strategy:IGS-S9-G14,same_source_family,来自相近资料来源，可作为同一方法论的延伸
strategy:IGS-S9-G21,strategy:IGS-S8-02,depends_on,承接上一阶段 S8 的定位、信任或互动基础
strategy:IGS-S9-G21,strategy:IGS-S9-G09,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S9-G21,strategy:IGS-S9-G15,same_source_family,来自相近资料来源，可作为同一方法论的延伸
